ID,DUTName,Impedance,Temperature,Cycle,Status,TimeStamp,TimeTicks
1-1-Temp,G,0,71.811,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-2-Temp,S,0,323.492,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-3-Temp,F,0,131.653,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-1-Temp,G,0,71.811,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-2-Temp,S,0,323.492,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-3-Temp,F,0,131.653,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-1-Temp,G,0,71.811,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-2-Temp,S,0,323.492,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-3-Temp,F,0,131.653,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-1-Temp,G,0,71.811,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-2-Temp,S,0,323.492,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-3-Temp,F,0,131.653,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-1-Temp,G,0,71.811,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-2-Temp,S,0,323.492,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-3-Temp,F,0,131.653,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-1-Temp,G,0,71.811,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-2-Temp,S,0,323.492,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-3-Temp,F,0,131.653,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-1-Temp,G,0,71.811,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-2-Temp,S,0,323.492,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-3-Temp,F,0,131.653,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-1-Temp,G,0,71.811,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-2-Temp,S,0,323.492,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-3-Temp,F,0,131.653,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-1-Temp,G,0,71.811,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-2-Temp,S,0,323.492,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
1-3-Temp,F,0,131.653,0,,2023/9/14 下午 06:14:33,6.38303120733727E+17
